Date,ASIANPAINT.BO,BHARTIARTL.BO,ICICIBANK.BO,INFY.BO,MARUTI.BO,NESTLEIND.BO,RELIANCE.BO,SBIN.BO,TATASTEEL.BO,WIPRO.BO
29-06-2018,1227.541016,341.9700928,267.5269165,580.3728638,8362.707031,9078.560547,958.0474854,252.9821472,530.1124878,191.8852539
02-07-2018,1256.090942,329.5388794,269.4205322,592.675415,8368.773438,9044.544922,946.329834,252.7870483,523.6711426,191.5549316
03-07-2018,1254.537109,332.2764282,265.0507507,601.2029419,8512.777344,9044.130859,956.7182007,251.4699402,528.8521729,192.1421814
04-07-2018,1254.197266,328.9105835,265.2935486,597.1833496,8741.537109,9132.474609,974.8856201,251.2260284,531.0927734,192.8762512
05-07-2018,1283.62085,326.217865,263.7398071,570.4909058,8853.213867,9222.72168,950.2192993,250.3479614,517.6260376,194.5279083
06-07-2018,1284.543579,324.7818298,262.1860962,570.4909058,8821.170898,9208.282227,961.5432129,251.1772614,518.2339478,193.0597534
09-07-2018,1324.552002,324.5125427,263.3999023,576.9974976,8882.460938,9167.461914,980.3999023,254.9822388,520.7589722,194.6013031
10-07-2018,1329.84436,329.7183533,265.4877014,578.4852905,9035.661133,9265.110352,1010.038818,257.079834,531.7473145,199.0057068
11-07-2018,1319.016846,324.8267212,261.069397,586.4129639,8901.18457,9410.195313,1020.47644,252.5919037,519.8237915,200.2903442
12-07-2018,1317.997192,324.7369385,264.5166626,574.9766846,8861.699219,9276.866211,1065.624023,256.348114,520.2445679,205.171875
13-07-2018,1328.921875,321.3710938,260.292511,581.4165039,8943.938477,9395.339844,1079.951416,251.3236084,521.9747314,206.0527649
16-07-2018,1319.307983,310.7350159,251.7957764,592.0536499,8890.472656,9450.644531,1059.66687,245.6161194,485.6426697,207.8145294
17-07-2018,1338.050049,307.1896362,258.5932007,589.5443115,8959.961914,9747.844727,1074.978638,252.9333801,497.9871521,208.5852814
18-07-2018,1351.159424,302.2979736,255.0002594,587.3236694,8881.75,9634.558594,1073.846313,252.6894836,471.9889832,208.5485992
19-07-2018,1358.976318,309.7028503,253.6407471,584.7253418,8900.427734,9521.496094,1086.991821,253.8114471,467.3598022,209.3927612
20-07-2018,1356.500366,310.1516113,258.3018799,598.848938,8898.861328,9580.732422,1111.264282,254.5919647,470.8199768,207.7778168
23-07-2018,1392.235962,320.9671936,268.4093323,602.1355591,9193.12793,9640.524414,1102.99292,259.9091797,483.3514099,202.6393585
24-07-2018,1424.281616,319.8901367,269.5385132,611.1292725,9309.924805,9531.722656,1093.540039,260.2019043,492.5630493,200.6573639
25-07-2018,1408.356079,315.8062134,269.6367493,614.5490723,9250.53125,9505.251953,1096.98645,264.8361511,499.9042664,201.6116486
26-07-2018,1391.071045,320.9671936,280.6342773,610.7738647,8908.248047,9550.140625,1093.342896,279.7145996,500.2783813,200.0700989
27-07-2018,1391.799316,327.1154785,287.9987488,610.4851074,8831.267578,9529.549805,1112.298096,279.6170349,513.838562,201.5015411
30-07-2018,1389.420044,343.8998413,301.6965942,600.9807129,8893.078125,9373.636719,1132.090088,290.1051025,516.7844238,200.7307739
